micromarket_category,option_name,developer_landlord,building_name,address_location,building_perspective_photo,building_details,building_structure,total_building_size_sqft,average_floor_plate_sqft,floor_plate_efficiency,power_kva,power_backup,proposed_space,available_inventory_sqft,floor_offered,status,fitout_details,timeline,car_parking_ratio,commercial_terms,quoted_rental_sqft_pm,cam_charges_sqft_pm,car_parking_charges,rental_escalation,security_deposit_months,lease_tenure_months,lock_in_period_months,notice_period_months,occupancy_certificate,location_map,contact_details,contact_person,contact_number,official_email,developer_name,folder_category,source_file,source_format,extraction_method,report_period,raw_remarks
HSR Layout,Option 58,Independent,Urban Vault - UV 17F,HSR,Data Not Found,Grade A Commercial Space - Unspecified,G + Upper Floors,As per master plan,Flexible floor plates,80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,310.0 Sq. Ft.,310,GF+1F+2F - 60 Days,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,https://maps.google.com/?q=Urban+Vault+-+UV+17F+Bangalore,Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,HSR Layout,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (HSR Layout),July 2026,
HSR Layout,Option 59,Independent,Urban Vault - UV 2732,HSR,Data Not Found,Grade A Commercial Space - Unspecified,G+5,As per master plan,"2,167 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,65.0 Sq. Ft.,65,2F - 30 Days,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.912878295302967, 77.65268383713018",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,HSR Layout,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (HSR Layout),July 2026,
HSR Layout,Option 60,Independent,Urban Vault - UV 147,HSR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4+Terrace,As per master plan,"2,250 - 2,800 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,75.0 Sq. Ft.,75,3F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.912454682929624, 77.63554062602523",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,HSR Layout,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (HSR Layout),July 2026,
HSR Layout,Option 61,Ozone Group,Urban Vault - Ozone Manya,Kudlu - HSR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,"A Block - B+G+6 , B Block - B+G+9",As per master plan,"A Block - 18,528 Sft, B Block - 31,493 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,926.0 Sq. Ft.,926,5F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,0.08,6,36,24,3,Yes,"12.89168369711353, 77.63782947945751",Ozone Group Leasing Team,Leasing Head - Ozone Group,+91-80-40000000,leasing@ozonegroup.com,Ozone Group,HSR Layout,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (HSR Layout),July 2026,
ORR,Option 1,Mantri Developers,2gethr - Mantri Commercio – Tower B,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,1B+G+5,As per master plan,"35,400 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,1F+2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.933478735975529, 77.6835410413723",Mantri Developers Leasing Team,Leasing Head - Mantri Developers,+91-80-40000000,leasing@mantridevelopers.com,Mantri Developers,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 2,Kalyani Developers Pvt. Ltd.,91Springboard - Helios Business Park - Tower D - 3F,Kadubeesanahalli - ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,4B+G+11,As per master plan,"32,000–53,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,1300.0 Sq. Ft.,1300,3F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.938506703120153, 77.68926653307638",Kalyani Developers Pvt. Ltd. Leasing Team,Leasing Head - Kalyani Developers Pvt. Ltd.,+91-80-40000000,leasing@kalyanideveloperspvt.ltd..com,Kalyani Developers Pvt. Ltd.,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 3,Independent,91Springboard - KC Reddy Building,Mahadevapura / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+4,As per master plan,"6,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,376.0 Sq. Ft.,376,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.988924146762002, 77.68939823949913",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 4,Sattva Group,315Work Avenue - Salarpuria Sattva Supreme,Marathahalli / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+3,As per master plan,"43,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,3F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.952735234267365, 77.69897141005055",Sattva Group Leasing Team,Leasing Head - Sattva Group,+91-80-40000000,leasing@sattvagroup.com,Sattva Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 5,Independent,Attic Space - M Square Legacy,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+3,As per master plan,"5,888 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.924043000202987, 77.67281013713041",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 6,Prestige Group,Awfis Elite - Prestige Tech Park - 5 - Venus Block,Marathahalli / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+9,As per master plan,"40,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,837.0 Sq. Ft.,837,8F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,14999.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.942178935233157, 77.69317981506003",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 7,Prestige Group,Awfis - Prestige Tech Park – 1 - Valence Block,Marathahalli / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+9,As per master plan,"39,362 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,872.0 Sq. Ft.,872,6F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,10000.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.940482327362732, 77.68912233713068",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 8,Prestige Group,Awfis - Prestige Tech Park – 2 - Mercury Block,Kadubeesanahalli - ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+9,As per master plan,"40,000–42,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,930.0 Sq. Ft.,930,1F+2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,10000.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.942055712393886, 77.6939463499733",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 9,Prestige Group,Awfis - Prestige Tech Park – 3 - Venus Block,Marathahalli / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+9,As per master plan,"39,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,751.0 Sq. Ft.,751,9F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,9900.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.942400400055101, 77.69308464011321",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 10,Prestige Group,Awfis - Prestige Tech Park – 4 - Jupiter Block,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+7,As per master plan,"40,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,847.0 Sq. Ft.,847,7F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,9900.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.942403431590426, 77.69504503713068",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 11,Prestige Group,Awfis - Prestige Tech Forest (Upcoming) Varthur Lake Road,Varthur Lake Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+14,As per master plan,"Tower ""A"" - 57,000 Sft, ""B"" - 63,000 Sft, ""C"" - 51,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,608.0 Sq. Ft.,608,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,8000.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.950806726294651, 77.74680457945854",Prestige Group Leasing Team,Leasing Head - Prestige Group,+91-80-40000000,leasing@prestigegroup.com,Prestige Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 12,Vajram Group,Awfis - Vajram Esteva,Devarabisanahalli / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+2,As per master plan,"35,000–45,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,996.0 Sq. Ft.,996,GF+1F+2F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,8500.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.930461606977426, 77.68627392363908",Vajram Group Leasing Team,Leasing Head - Vajram Group,+91-80-40000000,leasing@vajramgroup.com,Vajram Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 13,Zonasha Estates & Projects Pvt. Ltd,Awfis - Zonasha Frontier,Zonasha IT Building Mahadevapura,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+7,As per master plan,"61,000–77,227 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,881.0 Sq. Ft.,881,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,10500.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.980340442022158, 77.69479787941914",Zonasha Estates & Projects Pvt. Ltd Leasing Team,Leasing Head - Zonasha Estates & Projects Pvt. Ltd,+91-80-40000000,leasing@zonashaestates&projectspvt.ltd.com,Zonasha Estates & Projects Pvt. Ltd,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 14,Sattva Group,Bhive - Premium Bellandur Campus -  Sattva Premia,Kadubeesanahalli - ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+3,As per master plan,"24,000–27,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,1490.0 Sq. Ft.,1490,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,11000.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.936913378534483, 77.69213110829443",Sattva Group Leasing Team,Leasing Head - Sattva Group,+91-80-40000000,leasing@sattvagroup.com,Sattva Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 15,Sattva Group,ClayWorks  Hallmark,Kadubeesanahalli - ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,"Block ""A"" - B+G+3, Block ""B"" - B+G+4+Terrace",As per master plan,"Block ""A"" - 64,040, Block ""B"" - 43,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.936648205877903, 77.69167284437003",Sattva Group Leasing Team,Leasing Head - Sattva Group,+91-80-40000000,leasing@sattvagroup.com,Sattva Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 16,RMZ Corp,Cowrks - Ecoworld 6A,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+10,As per master plan,"47,000–55,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,403.0 Sq. Ft.,403,GF+1F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.920389917068386, 77.68509253713037",RMZ Corp Leasing Team,Leasing Head - RMZ Corp,+91-80-40000000,leasing@rmzcorp.com,RMZ Corp,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 17,RMZ Corp,Cowrks - Ecoworld 6B,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+10,As per master plan,"47,000–55,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,7F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.921749522530956, 77.68408315914486",RMZ Corp Leasing Team,Leasing Head - RMZ Corp,+91-80-40000000,leasing@rmzcorp.com,RMZ Corp,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 18,RMZ Corp,Cowrks - Ecoworld 4D,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+10F,As per master plan,"37,000–68,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,24.0 Sq. Ft.,24,10F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.92700962593399, 77.68838033713043",RMZ Corp Leasing Team,Leasing Head - RMZ Corp,+91-80-40000000,leasing@rmzcorp.com,RMZ Corp,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 19,Brookfield Properties,Cowrks - Ecospace 3B,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+5,As per master plan,"40,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,379.0 Sq. Ft.,379,1F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.92521076949059, 77.68151225062188",Brookfield Properties Leasing Team,Leasing Head - Brookfield Properties,+91-80-40000000,leasing@brookfieldproperties.com,Brookfield Properties,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 20,Prestige Groups,GoodWorks - GCC Nexus,Kadubeesanahalli - ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+7,As per master plan,"40,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,6F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,18000.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.942631175172808, 77.69666835062216",Prestige Groups Leasing Team,Leasing Head - Prestige Groups,+91-80-40000000,leasing@prestigegroups.com,Prestige Groups,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 21,Umiya Holding Pvt. Ltd.,Incubex - Umiya Business Bay,Kadubeesanahalli - ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+9,As per master plan,"57,397 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,850.0 Sq. Ft.,850,5F - Left Wing,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,9500.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.934603202863697, 77.6944857443697",Umiya Holding Pvt. Ltd. Leasing Team,Leasing Head - Umiya Holding Pvt. Ltd.,+91-80-40000000,leasing@umiyaholdingpvt.ltd..com,Umiya Holding Pvt. Ltd.,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 22,Sattva Groups,Incubex -  Sattva Hallmark,Kadubeesanahalli - ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,Block A - B+G+3 &  Block B - B+G+4+Terrace,As per master plan,"Block A - 64,040, Block B - 43,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,2000.0 Sq. Ft.,2000,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,8500.0,Included in rent,TBD,8,6,36,24,3,Yes,"12.936716239519026, 77.69167079487934",Sattva Groups Leasing Team,Leasing Head - Sattva Groups,+91-80-40000000,leasing@sattvagroups.com,Sattva Groups,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 23,Independent,IndiQube - IndiQube Edge,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+3,As per master plan,"20,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,G+3,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.922428201147444, 77.66925730829416",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 24,Maithri Developers,IndiQube - IndiQube Elevate - Shilpitha Tech Park,Bellandur / Devarabisanahalli,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+12,As per master plan,"28,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,667.0 Sq. Ft.,667,4F+6F+10F & 11F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.931645692748054, 77.68533137863399",Maithri Developers Leasing Team,Leasing Head - Maithri Developers,+91-80-40000000,leasing@maithridevelopers.com,Maithri Developers,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 25,Independent,IndiQube - IndiQube Alpha,Kadubeesanahalli,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+5,As per master plan,"26,667 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.939455381384732, 77.69561255007974",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 26,Independent,IndiQube - IndiQube Gamma,Kadubeesanahalli,Available on Request / Document Image,Grade A Commercial Space - Unspecified,G+5,As per master plan,"32,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.942373869327911, 77.69709586596692",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 27,Independent,IndiQube - IndiQube Lakeside - Sri Venkateswara Tower,Bellandur,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+3,As per master plan,"9,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.924120943944054, 77.67160093794638",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 28,Embassy Group,IndiQube - IndiQube ETV - Zinnia 8C,Kadubeesanahalli,Available on Request / Document Image,Grade A Commercial Space - Unspecified,B+G+10,As per master plan,"45,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,350.0 Sq. Ft.,350,6F+8F (Warm shell),Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.929205348885981, 77.68977862152651",Embassy Group Leasing Team,Leasing Head - Embassy Group,+91-80-40000000,leasing@embassygroup.com,Embassy Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 29,RMZ Corp,IndiQube - IndiQube RMZ Ecoworld - Campus 32,Bellandur / RMZ Ecoworld,Available on Request / Document Image,Grade A Commercial Space - Unspecified,3B+G+11,As per master plan,"61,000–1,13,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.920928545214146, 77.68753089933716",RMZ Corp Leasing Team,Leasing Head - RMZ Corp,+91-80-40000000,leasing@rmzcorp.com,RMZ Corp,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 30,Kalyani Developers Pvt. Ltd,IndiQube - IndiQube - Helios Business Park - Block E,Bellandur / ORR,Available on Request / Document Image,Grade A Commercial Space - Unspecified,4B+G+11,As per master plan,"35,000–56,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.939061085102468, 77.690402794803",Kalyani Developers Pvt. Ltd Leasing Team,Leasing Head - Kalyani Developers Pvt. Ltd,+91-80-40000000,leasing@kalyanideveloperspvt.ltd.com,Kalyani Developers Pvt. Ltd,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 31,Independent,IndiQube - IndiQube Treya,Kadubeesanahalli,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+6,As per master plan,"35,136 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.944103789246183, 77.69855455410787",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 32,SBR Group,IndiQube - IndiQube Skyline - SBR Towers,Sarjapur–Marathahalli Road,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+11,As per master plan,"25,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,631.0 Sq. Ft.,631,2F+4F+6F (Warm Shell),Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.920241931608686, 77.66598762178563",SBR Group Leasing Team,Leasing Head - SBR Group,+91-80-40000000,leasing@sbrgroup.com,SBR Group,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 33,Independent,IndiQube - IndiQube Fore,Kodathi - Sarjapur,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+8,As per master plan,"19,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,TBD,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.901846251784828, 77.71072793704995",Independent Leasing Team,Leasing Head - Independent,+91-80-40000000,leasing@independent.com,Independent,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
ORR,Option 34,Bren Corporation Pvt. Ltd,IndiQube - IndiQube Zeta - Bren Mercury,Kaikondrahalli -  Sarjapur,Available on Request / Document Image,Grade A Commercial Space - Unspecified,2B+G+6,As per master plan,"20,000 Sft",80% (+/- 2%),1 KVA per 100 Sq. Ft.,1,Flexible Sq. Ft.,Available on Request,3F,Pre-Furnished,Unspecified,Immediate,"1:1,000 Sft",Standard Commercial Lease,TBD,Included in rent,TBD,8,6,36,24,3,Yes,"12.914653736292188, 77.67725387945791",Bren Corporation Pvt. Ltd Leasing Team,Leasing Head - Bren Corporation Pvt. Ltd,+91-80-40000000,leasing@brencorporationpvt.ltd.com,Bren Corporation Pvt. Ltd,ORR,BLR - Managed Office Space Supply 2026.xlsx,TARGET_EXCEL,Target Excel Import (ORR),July 2026,
